  Operator non-availability periods., 4OR
  Understanding of Natural Disaster Database Design and Compilation of Digital Atlas of Natural Disasters in China., Ann. GIS
  Multiprobabilistic prediction in early medical diagnoses., Ann. Math. Artif. Intell.
  The covering lemma for L[U]., Ann. Math. Log.
  The covering lemma for K., Ann. Math. Log.
  Chains in Boolean algebras., Ann. Math. Log.
  Monadic theory of order and topology in ZFC., Ann. Math. Log.
  A collaboratory for radiation therapy treatment planning optimization research., Ann. Oper. Res.
  Extremes in the Degrees of Inferability., Ann. Pure Appl. Log.
  On Maximal Subgroups of the Automorphism Group of a Countable Recursively Saturated Model of PA., Ann. Pure Appl. Logic
  Metrics for Assessment of Designs and Implementations During Reengineering of Computer-Based Systems., Ann. Softw. Eng.
  Building XML-Based Unified User Interface System under J2EE Architecture., Ann. Softw. Eng.
  A Stakeholder Win-Win Approach to Software Engineering Education., Ann. Softw. Eng.
  An approach for pattern oriented software development based on a design handbook., Ann. Softw. Eng.
  Cost Models for Future Software Life Cycle Processes COCOMO 2.0., Ann. Softw. Eng.
  FORM A Feature-Oriented Reuse Method with Domain-Specific Reference Architectures., Ann. Softw. Eng.
  Energy-aware Key Management in Mobile Wireless Sensor Networks., Ann. UMCS Informatica
  Opening Access To Practice-based Evidence in Clinical Decision Support Systems with Natural Query Language., Ann. UMCS Informatica
  The next-generation ARC middleware., Ann. des Télécommunications
  Industry engagement with control research Perspective and messages., Annu. Rev. Control.
  Literature-related discovery., Annu. Rev. Inf. Sci. Technol.
  On the Implementation of Standard Bases and Syzygies in SINGULAR., Appl. Algebra Eng. Commun. Comput.
  On the Crosscorrelation of Sequences with the Decimation Factor d = (pn+1)/(p+1) - (pn-1)/2., Appl. Algebra Eng. Commun. Comput.
  XML for Libraries, Archives, and Museums The Project Covax., Appl. Artif. Intell.
  Foreword - Special Issue Dedicated to the Memory of Professor Gregory Maxwell Kelly., Appl. Categorical Struct.
  Smartphone Household Wireless Electroencephalogram Hat., Appl. Comput. Intell. Soft Comput.
  BrainTool v2.0 for Software Modeling in UML., Appl. Comput. Syst.
  An Intelligent Space Robot for Crew Help and Crew and Equipment Retrieval., Appl. Intell.
  Relations and bounds for the zeros of graph polynomials using vertex orbits., Appl. Math. Comput.
  Vortex solitons in Bose-Einstein condensates with spin-orbit coupling and Gaussian optical lattices., Appl. Math. Lett.
  Parameter estimation using aggregate data., Appl. Math. Lett.
  Spectra and energies of iterated line graphs of regular graphs., Appl. Math. Lett.
  Multiple domain dynamics simulated with coupled level sets., Appl. Math. Lett.
  Shape transformation using the modified Allen-Cahn equation., Appl. Math. Lett.
  Connectivity and complex systems learning from a multi-disciplinary perspective., Appl. Netw. Sci.
  Semantic Web and Big Data meets Applied Ontology - The Ontology Summit 2014., Appl. Ontology
  A comparative analysis of speech signal processing algorithms for Parkinson's disease classification and the use of the tunable Q-factor wavelet transform., Appl. Soft Comput.
  Formal Specification of a Generic Separation Kernel., Arch. Formal Proofs
  Omitting types and AF algebras., Arch. Math. Log.
  Situated Knowledge and the Virtual Science and Industry Museum Problems in the Social-Technical Interface., Arch. Mus. Informatics
  Argument schemes for reasoning about trust., Argument Comput.
  A novel Intrusion Detection System against spoofing attacks in connected Electric Vehicles., Array
  Hamiltonian Paths in Projective Checkerboards., Ars Comb.
  Maximum independent sets of the 120-cell and other regular polytopes., Ars Math. Contemp.
  Open problems in the spectral theory of signed graphs., Art Discret. Appl. Math.
  The k-independence number of graph products., Art Discret. Appl. Math.
  An alternate description of a (q + 1, 8)-cage., Art Discret. Appl. Math.
  A short note on undirected Fitch graphs., Art Discret. Appl. Math.
  Fault-Hamiltonicity of Cartesian products of directed cycles., Art Discret. Appl. Math.
  On the anti-Kekulé problem of cubic graphs., Art Discret. Appl. Math.
  Editorial Introducing The Art, Science, and Engineering of Programming - An Open Access Journal for All-Things Programming., Art Sci. Eng. Program.
  The Hanabi challenge A new frontier for AI research., Artif. Intell.
  Knowledge-level analysis for eliciting composable scheduling knowledge., Artif. Intell. Eng.
  Sketch-based interaction and modeling where do we stand?, Artif. Intell. Eng. Des. Anal. Manuf.
  A history of AI and Law in 50 papers 25 years of the international conference on AI and Law., Artif. Intell. Law
  Project INSIDE towards autonomous semi-unstructured human-robot social interaction in autism therapy., Artif. Intell. Medicine
  Cross-language phoneme mapping for phonetic search keyword spotting in continuous speech of under-resourced languages., Artif. Intell. Res.
  Assessment of feature selection and classification methods for recognizing motor imagery tasks from electroencephalographic signals., Artif. Intell. Res.
  The application of Gaussian processes in the predictions of permeability across mammalian and polydimethylsiloxane membranes., Artif. Intell. Res.
  Book reviews., Artif. Intell. Rev.
  The Surprising Creativity of Digital Evolution A Collection of Anecdotes from the Evolutionary Computation and Artificial Life Research Communities., Artif. Life
  A Branch-and-Bound Algorithm for Two-Agent Scheduling with Learning Effect and Late Work Criterion., Asia Pac. J. Oper. Res.
  Playing with science Exploring how game activity motivates users participation on an online citizen science platform., Aslib J. Inf. Manag.
  The Google generation the information behaviour of the researcher of the future., Aslib Proc.
  Resonant states for a three-body problem under an external field., Asymptot. Anal.
  On the asymptotic behavior of solutions to nonlinear ordinary differential equations., Asymptot. Anal.
  Spectroscopic conductivity imaging of a cell culture., Asymptot. Anal.
  Dynamics and stability of the 3D Brinkman-Forchheimer equation with variable delay (I)., Asymptot. Anal.
  On the uniqueness and analyticity in viscoelasticity with double porosity., Asymptot. Anal.
  On asymptotic isotropy for a hydrodynamic model of liquid crystals., Asymptot. Anal.
  As We May Think., Atl. Mon.
  ALF/ILP Based Automated Implementation of Distributed Applications., Aust. Comput. J.
  MONET - The Monash University Local Area Network., Aust. Comput. J.
  A Feedback Attention Network for Classification and Visualization of Thyroid Nodules on Ultrasound Images., Aust. J. Intell. Inf. Process. Syst.
  Cyclically closed pattern classes of permutations., Australas. J Comb.
  Towards Next Generation Rubrics An Automated Assignment Feedback System., Australas. J. Inf. Syst.
  Future industrial networking from use cases to wireless technologies to a flexible system architecture., Autom.
  Pedestrian Detection with EDGE Features of Color Image and HOG on Depth Images., Autom. Control. Comput. Sci.
  Deep learning in pharmacy The prediction of aqueous solubility based on deep belief network., Autom. Control. Comput. Sci.
  Theoretical Design of Band Pass Filter Utilizing Long Period Fiber Grating Having Cladding Refractive Index Perturbation., Autom. Control. Comput. Sci.
  A New Approach for Nonlinear Multivariable Fed-Batch Bioprocess Trajectory Tracking Control., Autom. Control. Comput. Sci.
  Improving object transparent vision using enhanced image selection., Autom. Control. Comput. Sci.
  A hybrid method for entity hyponymy acquisition in Chinese complex sentences., Autom. Control. Comput. Sci.
  Object transparent vision combining multiple images from different views., Autom. Control. Comput. Sci.
  Implementation and operation aspects of a system for detecting abnormally level of user activity., Autom. Control. Comput. Sci.
  A SPIN-based approach for detecting vulnerabilities in C programs., Autom. Control. Comput. Sci.
  Comparison of modular numbers based on the chinese remainder theorem with fractional values., Autom. Control. Comput. Sci.
  Fuzzy C-Means on Metric Lattice., Autom. Control. Comput. Sci.
  C program verification in SPECTRUM multilanguage system., Autom. Control. Comput. Sci.
  Error correction of digital signal processing devices using non-positional modular codes., Autom. Control. Comput. Sci.
  Control over electronic components by their magnetic field., Autom. Remote. Control.
  Development of galvanic isolators on the basis of nanostructures from spin-valve magnetoresistive effect., Autom. Remote. Control.
  Automated verification of model transformations based on visual contracts., Autom. Softw. Eng.
  Syntax-Directed Amorphous Slicing., Autom. Softw. Eng.
  Understanding the value of considering client usage context in package cohesion for fault-proneness prediction., Autom. Softw. Eng.
  Scalable and scope-bounded software verification in Varvel., Autom. Softw. Eng.
  A framework for supporting dynamic systems co-evolution., Autom. Softw. Eng.
  Evolution of the GPGP/TÆMS Domain-Independent Coordination Framework., Auton. Agents Multi Agent Syst.
  Humanoid Robots in Waseda University-Hadaly-2 and WABIAN., Auton. Robots
  Topological Signals of Singularities in Ricci Flow., Axioms
  Dynamic Hashing., BIT
  A Transitive Closure Algorithm., BIT
  Horn Clause Computability., BIT
  Stabbing Line Segments., BIT Comput. Sci. Sect.
  Benchmarking the HLA typing performance of Polysolver and Optitype in 50 Danish parental trios., BMC Bioinform.
  Soybean Knowledge Base (SoyKB) a web resource for soybean translational genomics., BMC Genom.
  Localising occult prostate cancer metastasis with advanced imaging techniques (LOCATE trial) a prospective cohort, observational diagnostic accuracy trial investigating whole-body magnetic resonance imaging in radio-recurrent prostate cancer., BMC Medical Imaging
  Automatic identification of variables in epidemiological datasets using logic regression., BMC Medical Informatics Decis. Mak.
  Coordinated regulation of acid resistance in Escherichia coli., BMC Syst. Biol.
  Automated Analysis of the Content of Selected Open Access Internet Sources as a Tool for Government Decision Making., Balt. J. Mod. Comput.
  Defining user experience goals to guide the design of industrial systems., Behav. Inf. Technol.
  Exploring educational immersive videogames an empirical study with a 3D multimodal interaction prototype., Behav. Inf. Technol.
  100 Gb/s DQPSK field trial Live video transmission over an operating LambdaXtreme® network., Bell Labs Tech. J.
  Device photolithography The step-and-repeat camera., Bell Syst. Tech. J.
  Toward More Transparent and Reproducible Omics Studies Through a Common Metadata Checklist and Data s., Big Data
  A Semantic Mixed Reality Framework for Shared Cultural Experiences Ecosystems., Big Data Cogn. Comput.
  Understanding the behavioral differences between american and german users A data-driven study., Big Data Min. Anal.
  Towards understanding the security of modern image captchas and underground captcha-solving services., Big Data Min. Anal.
  Applications of deep learning to MRI images A survey., Big Data Min. Anal.
  Online Internet traffic monitoring system using spark streaming., Big Data Min. Anal.
  Distributed storage system for electric power data based on Hbase., Big Data Min. Anal.
  Towards Human-Machine Collaboration in Creating an Evaluation Corpus for Adverse Drug Events in Discharge Summaries of Electronic Medical Records., Big Data Res.
  Interactive Visual Analytics for Sensemaking with Big Text., Big Data Res.
  List-mode reconstruction in 2D strip PET., Bio Algorithms Med Syst.
  Calibration of photomultipliers gain used in the J-PET detector., Bio Algorithms Med Syst.
  Determination of the map of efficiency of the Jagiellonian Positron Emission Tomograph (J-PET) detector with the GATE package., Bio Algorithms Med Syst.
  Simulations of γ quanta scattering in a single module of the J-PET detector., Bio Algorithms Med Syst.
  Discovery and replication of SNP-SNP interactions for quantitative lipid traits in over 60,000 individuals., BioData Min.
  EVpedia a community web portal for extracellular vesicles research., Bioinform.
  A comprehensive workflow for general-purpose neural modeling with highly configurable neuromorphic hardware systems., Biol. Cybern.
  Radiomic features analysis by digital breast tomosynthesis and contrast-enhanced dual-energy mammography to detect malignant breast lesions., Biomed. Signal Process. Control.
  Embryoid bodies from mouse stem cells express oxytocin receptor, Oct-4 and DAZL., Biosyst.
  Learning by creating and exchanging objects The SCY experience., Br. J. Educ. Technol.
  Using Low-Frequency Oscillations to Detect Temporal Lobe Epilepsy with Machine Learning., Brain Connect.
  The role of artificial intelligence and machine learning in harmonization of high-resolution post-mortem MRI (virtopsy) with respect to brain microstructure, Brain Informatics
  The intrinsic geometry of the human brain connectome., Brain Informatics
  InterPro An Integrated Documentation Resource for Protein Families, Domains and Functional Sites, Briefings Bioinform.
  On Transitive Models for Fragments of Set Theory., Bull. Acad. Pol. des Sci. Ser. Sci. Math. Astron. Phys.
  Bocher's Theorem for Orlicz Sequence Spaces., Bull. Acad. Pol. des Sci. Ser. Sci. Math. Astron. Phys.
  EATCS Fellows' Advice to the Young Theoretical Computer Scientist., Bull. EATCS
